喫茶ゾウメシ Coffee Shop Zoumeshi,"1 Chome-24-13 Kikui, Nishi Ward, Nagoya, Aichi 451-0044, Japan",mobile number exception occurred, 
街かど屋 平安通店,"2 Chome-15-64 Heian, Kita Ward, Nagoya, Aichi 462-0819, Japan",mobile number exception occurred, 
和食さと 水主町店 Washoku Sato Kakomachi,"5 Chome-1-3 Meiekiminami, Nakamura Ward, Nagoya, Aichi 450-0003, Japan",mobile number exception occurred, 
アジアンキッチンバー ラジャラニ 駅西店Asian kitchenbar Rajya Rani Ekinishiten,"7-20 Tsubakicho, Nakamura Ward, Nagoya, Aichi 453-0015, Japan",mobile number exception occurred, 
コメダ珈琲店 大須スケートリンク店 Komeda's Coffee Osu-Skatingrink,"Japan, 〒460-0018 Aichi, Nagoya, Naka Ward, Monzencho, 1−60, Urbania Ohsu, １階",mobile number exception occurred, 
コルネ専門店コルネルコ cornerco,"Japan, 〒464-0844 Aichi, Nagoya, Chikusa Ward, Nisshintori, 4 Chome−４−9",mobile number exception occurred, 
カンナムチキン1988＆ピビンバ大王 Kannamchicken1988＆pibinbaking,address exception occurred,mobile number exception occurred, 
ヒモノ照ラス Himono Terrace,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, 29, 栄三丁目29-1 7F",+81 52-684-9677, 
天ぷら 新次郎 名駅西口店,address exception occurred,mobile number exception occurred, 
Pasta Ba,address exception occurred,mobile number exception occurred, 
かるび丼とハラミ丼専門店 じゃンゴ 栄本店,address exception occurred,mobile number exception occurred, 
クレープハウス アニス Crepe House ANISE,address exception occurred,mobile number exception occurred, 
松屋 Ｒ青柳町店 Matsuya R Aoyagicho,"6 Chome-21-1 Aoyagicho, Chikusa Ward, Nagoya, Aichi 464-0852, Japan",mobile number exception occurred, 
ドン・キホーテ 城北店 Don quihote jouhoku,"3 Chome-11 Kinjocho, Kita Ward, Nagoya, Aichi 462-0047, Japan",mobile number exception occurred, 
寿がきや 大曽根キャッスル店 Sugakiya Osone Castle,"Japan, 〒461-0022 Aichi, Nagoya, Higashi Ward, Higashiozonecho, 28−23 キャッスル大曽根店1F",+81 52-935-1252, 
Five Star Melon 上前津店 Five Star MELON kamimaedutenn,address exception occurred,mobile number exception occurred, 
ココン COCON,address exception occurred,mobile number exception occurred, 
まぶしの八兵衛 栄店 Hachibei Sakae,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, Sakae, 1 Chome−30−23 シティーコーポ白川 1階",mobile number exception occurred, 
カレーハウス CoCo壱番屋 名古屋駅前 Curry House CoCo Ichibanya Nagoya,"3 Chome-17-18 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",mobile number exception occurred, 
カンノン コーヒー 大須店 KANNON COFFEE OSU,"2 Chome-17-25 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
45kitchen,"Japan, 〒462-0037 Aichi, Nagoya, Kita Ward, Shigacho, 4 Chome−８０",mobile number exception occurred, 
台湾餃子専門店 知多屋鍋貼 大須店,"3 Chome-31-10 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
カレーうどん千吉　ウインクあいち店 Curry Udon Senkichi WINKAICHI,"4 Chome-4-38 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",+81 52-485-7125, 
ほっかほっか亭 広小路仲田店 Hokka Hokka Tei Hirokoji Nakata,"2 Chome-18-20 Nakata, Chikusa Ward, 名古屋市千種区 Aichi 464-0074, Japan",mobile number exception occurred, 
モリバコーヒー 名駅南店 Moriva Coffee Meieki Minami,"1 Chome-23-20 Meiekiminami, Nakamura Ward, Nagoya, Aichi 450-0003, Japan",mobile number exception occurred, 
MANOA VALLEY CAFÉ,"4 Chome-5-26 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",+81 52-571-1155, 
ラーメンみな瀬 名駅2丁目店 Ramen Minase Meieki 2-chome,address exception occurred,mobile number exception occurred, 
ピピン カフェ pipin cafe,"4 Chome-701 Chiyoda, Naka Ward, Nagoya, Aichi 460-0012, Japan",mobile number exception occurred, 
ロンフーダイニング金山アスナル店 Long-hu dining Asunal Kanayama,"1 Chome-17-1 Kanayama, Naka Ward, Nagoya, Aichi 460-0022, Japan",+81 50-3463-5919, 
とんかつ専門店 咲咲亭 Tonkatsu specialty shop Sakusaku Tei,"2 Chome-8-3 Hinookacho, Chikusa Ward, Nagoya, Aichi 464-0834, Japan",mobile number exception occurred, 
から揚げまる～karamaru～,address exception occurred,mobile number exception occurred, 
ドドド丼 名古屋店 dodododon Nagoya shop,address exception occurred,mobile number exception occurred, 
コート・オブ・アームズ Coat Of Arms,"2 Chome-6-12 Nishiki, Naka Ward, Nagoya, Aichi 460-0003, Japan",mobile number exception occurred, 
ロンフービストロ KITTE名古屋店 Long-hu bistro KITTE Nagoya,"Japan, 〒450-0002 Aichi, Nagoya, Nakamura Ward, Meieki, 1 Chome−1−1 KITTE名古屋 B1Ｆ",+81 52-561-0087, 
宮崎辛麺 KARAMITASU 名古屋店 Spicy noodles karamitasu Nagoya Store,address exception occurred,mobile number exception occurred, 
支留比亜珈琲店 谷口店 SILVIA COFFEE,"3-5 Taniguchicho, Chikusa Ward, Nagoya, Aichi 464-0081, Japan",mobile number exception occurred, 
中華料理 世界のやむちゃん 錦本町通り店 Sekaino Yamchan Nagoya Nishiki Honmachidori,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 2 Chome−12−8 御幸本町ビル",mobile number exception occurred, 
まるは食堂JR名古屋駅店 MARUHA Shokudo JR Nagoya Ekimaeten,"Japan, 〒450-0003 Aichi, Nagoya, Nakamura Ward, Meiekiminami, 1 Chome−1−4 JR名古屋駅構内 名古屋うまいもん通り 広小路口",+81 52-589-1908, 
横浜黒炒飯 栄店,address exception occurred,mobile number exception occurred, 
100時間カレーデリバリー 名駅店,address exception occurred,mobile number exception occurred, 
一人鍋やまかわ 名古屋栄店 Hitorinabeyamakawa Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
バーガー&サラダ　saien　名古屋城金シャチ横丁店,"1 Ninomaru, Naka Ward, Nagoya, Aichi 460-0032, Japan",+81 52-212-8553, 
ガスト 古渡町店 Gusto Furuwataricho,"18-番１２号 Furuwataricho, Naka Ward, Nagoya, Aichi 460-0025, Japan",mobile number exception occurred, 
なか卯 名駅南店 Nakau Meieki Minami,"1 Chome-23-20 Meiekiminami, Nakamura Ward, Nagoya, Aichi 450-0003, Japan",mobile number exception occurred, 
デニーズ 金山駅前店 Denny's KANAYAMAEKIMAE,"Japan, 〒460-0022 Aichi, Nagoya, Naka Ward, Kanayama, 1 Chome−14−9 長谷川ビル ２Ｆ",+81 52-321-2500, 
若鯱家 イオンタウン千種店 Wakashachiya AEON TOWN Chikusa Branch,"Japan, 〒464-0858 Aichi, Nagoya, Chikusa Ward, Chikusa, 2 Chome−16−13 イオンタウン千種店 1Ｆ",+81 52-734-8889, 
幻のもつ鍋 金山本店 栄店 Kanayama Honten SAKAE,address exception occurred,mobile number exception occurred, 
街かど屋 錦通伏見店,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 2 Chome−17−30 河越ビル 1F",+81 52-209-5911, 
サラベス名古屋店 Sarabeth's Nagoya,"Japan, 〒450-6601 Aichi, Nagoya, Nakamura Ward, Meieki, 1 Chome−1−3 モール1階 JR Gate Tower, タカシマヤ",mobile number exception occurred, 
産直イタリアン酒場 Chikusa Grill,"Japan, 〒461-0004 Aichi, Nagoya, Higashi Ward, Aoi, 3 Chome−15−31 住友生命千種第２ビル 1F",mobile number exception occurred, 
鳥匠 川村 名古屋店 Torisho Kawamura Nagoya Shop,address exception occurred,mobile number exception occurred, 
トゥー ゴー クルマミチ To Go Kurumamichi,"Japan, 〒461-0003 Aichi, Nagoya, Higashi Ward, Tsutsui, 3 Chome−18−21 メゾリエ車道1F",mobile number exception occurred, 
鷄一 名古屋栄店 Toriichi Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
洋食のヒラオ 名古屋栄店 Yoshoku no Hirao Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
どらやき.まあるい月 Dorayaki Maaruitsuki,"Japan, 〒466-0051 Aichi, Nagoya, Showa Ward, Gokiso, 2 Chome−2−37 末広ビル 1F",mobile number exception occurred, 
キュームタルト QOtart,"2 Chome-25-39 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
ゼンゼロ 名駅店,"Japan, 〒450-0002 Aichi, Nagoya, Nakamura Ward, Meieki, 4 Chome−10−22 琥珀ビル ２階",mobile number exception occurred, 
ドンク＆ＲＦ1 高岳店 Donq and RF1 TAKAOKA,"2 Chome-29-20 Izumi, Higashi Ward, Nagoya, Aichi 461-0001, Japan",mobile number exception occurred, 
焼肉ホルモン ハッチ Hormone HACCHI,address exception occurred,mobile number exception occurred, 
宅配とんかつ専門店 かさねや 名駅店 Pork cutlet KASANEYA MEIEKI store,"2 Chome-13-20-5 Nagono, Nishi Ward, Nagoya, Aichi 451-0042, Japan",mobile number exception occurred, 
ナポリの窯 黒川店 Naporinokama Kurokawa,"Japan, 〒462-0044 Aichi, Nagoya, Kita Ward, Motoshigacho, 1−68-1 ヴェルドミール志賀 1F",mobile number exception occurred, 
やば珈琲 黒川店 Yabacoffee Kurokawa,"3 Chome-41-1 Kurokawahontori, Kita Ward, Nagoya, Aichi 462-0841, Japan",mobile number exception occurred, 
YUWAI,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, Sakae, 2 Chome−7−23 ヴィークオレレジデンス",mobile number exception occurred, 
勝浦二郎 名古屋店 Katuraziro Nagoya Shop,address exception occurred,mobile number exception occurred, 
やみつきバラカツ専門店 爆豚 名古屋店 Yamitsukibarakatsusemmonten Bakuton Nagoyaten,address exception occurred,mobile number exception occurred, 
手作りアイス工房 ぷらんぼん pleinbon,"1 Chome-17-2 Tokugawa, Higashi Ward, Nagoya, Aichi 461-0025, Japan",mobile number exception occurred, 
名代手延べカレーうどん 虎鉄 栄本店 Nadaitenobekare-udon KOTETSU Sakaehonntenn,address exception occurred,mobile number exception occurred, 
魚ずみ Uozumi,address exception occurred,mobile number exception occurred, 
アトムデリ伏見長者町店 Atom Deli Fushimi Chojamachi,address exception occurred,mobile number exception occurred, 
コメダ珈琲店 栄生駅前店 Komeda's Coffee,"1 Chome-35-20 Sakou, Nishi Ward, Nagoya, Aichi 451-0052, Japan",mobile number exception occurred, 
うどんと丼の弥七 名古屋店 UdonDomburi Yahichi Nagoya Shop,address exception occurred,mobile number exception occurred, 
広島つけ麺 辛劇屋 名古屋 Hiroshima Tukemen Karagekiya Nagoya,address exception occurred,mobile number exception occurred, 
丼膳 栄錦店 donzen,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−17−18 4F",mobile number exception occurred, 
ステーキ＆ハンバーグ マウンテン 栄店 Steak Mountain SAKAE,address exception occurred,mobile number exception occurred, 
かつ匠 katsutakumi,address exception occurred,mobile number exception occurred, 
サンマルクカフェ 栄セントラルパーク店 Saintmarccafe Sakae Central Park,address exception occurred,mobile number exception occurred, 
パンチャタピオカミルクティー専門店 Pancha Tapioca Milktea Shop,address exception occurred,mobile number exception occurred, 
串かつでんがな 名古屋テレビ塔前店,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−15−11 中2F セントヒサヤビル",mobile number exception occurred, 
バーガー グッド 名古屋店 Burger Good Nagoya Shop,"Japan, 〒460-0012 Aichi, Nagoya, Naka Ward, Chiyoda, 3 Chome−4−3 1S 大池薬局ビル",mobile number exception occurred, 
ためつ食堂 Tametsu Shokudo,"4 Chome-5-26 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",+81 52-571-1177, 
味噌ラーメン一源 名古屋店 Miso Ramen Ichigen Nagoya Shop,address exception occurred,mobile number exception occurred, 
東鮓本店 サカエチカ店 Azumazushi-honten Sakaechikaten,"3 Chome-4-番6号先 Sakae, Naka Ward, Nagoya, Aichi 460-0008, Japan",+81 52-971-2126, 
クリスタルリバージュ Crystal Rivage,address exception occurred,mobile number exception occurred, 
菜月Tabenasse NazukiTabenasse,address exception occurred,mobile number exception occurred, 
吉祥寺肉山の焼肉弁当 名古屋中央店 Kichijoji Nikuyama no Yakiniku bento box NAGOYA CHUO store,address exception occurred,mobile number exception occurred, 
むーろん Muron,address exception occurred,mobile number exception occurred, 
ふわり 大須観音前店,"Japan, 〒460-0011 Aichi, Nagoya, Naka Ward, Osu, 2 Chome−18−1 １Ｆ",mobile number exception occurred, 
プロント JRゲートタワー店 PRONTO JR Gate Tower,"Japan, 〒450-0002 Aichi, Nagoya, Nakamura Ward, Meieki, 1 Chome−1−3 地下1階 JR Gate Tower",+81 52-589-8618, 
本格中華 陳天津 栄店 Chin Tenshin SAKAE,address exception occurred,mobile number exception occurred, 
麻辣飯店 名古屋店 Marahanten Nagoya Shop,address exception occurred,mobile number exception occurred, 
リカーマウンテン 徳川店 Liquor Mountain TOKUGAWA,"Japan, 〒461-0025 Aichi, Nagoya, Higashi Ward, Tokugawa, 1 Chome−401 徳川ビル 1F",mobile number exception occurred, 
博多鉄板焼肉 旨辛亭 栄店 Umakara Tei SAKAE,address exception occurred,mobile number exception occurred, 
ケーブランチ k.branch,"1 Chome-10-9 Nishiki, Naka Ward, Nagoya, Aichi 460-0003, Japan",mobile number exception occurred, 
御茶 Ocha,address exception occurred,mobile number exception occurred, 
銀座アスター名古屋賓館 Ginza Aster Nagoya,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−5−4 セントラルパークANNEXビル 12Ｆ",+81 52-953-2961, 
ザ カップス メイエキ THE CUPS MEIEKI,"4 Chome-8-24 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",mobile number exception occurred, 
揚満天 名古屋栄店 Agemanten Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
カレーのBOND 栄店 Curry Bond SAKAE,address exception occurred,mobile number exception occurred, 
コメダ珈琲店 白壁店 Komeda's Coffee Shirakabe,"3 Chome-20-19 Shirakabe, Higashi Ward, Nagoya, Aichi 461-0011, Japan",mobile number exception occurred, 
ラーメンみな瀬 浄心店 Ramen Minase Joshin,address exception occurred,mobile number exception occurred, 
明香苑 名古屋栄店 Meikoen Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
料亭の味豪華 お重の店 丸田町 はなやぎ Hanayagi Marutacho,address exception occurred,mobile number exception occurred, 
ローソン 中区錦二丁目 Lawson Naka-ku Nishiki 2chome,"2 Chome-18-19 Nishiki, Naka Ward, Nagoya, Aichi 460-0003, Japan",+81 52-222-3211, 
小龍軒 名古屋栄店 Shoryuken Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
珈琲ぶりこ,"3 Chome-35-22 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
よくばり焼肉弁当 錦店 ＃韓国カルビと旨辛ヤンニョムチキンがうまい。,address exception occurred,mobile number exception occurred, 
ラ・ベットラ・ダ・オチアイ監修 デリバリー まかない亭 栄店,address exception occurred,mobile number exception occurred, 
うなぎ専門 やよい 栄店,address exception occurred,mobile number exception occurred, 
シャンティーズ Shanties,"1 Chome-20-9 Takami, Chikusa Ward, Nagoya, Aichi 464-0073, Japan",mobile number exception occurred, 
柳天楼 名古屋栄店 Ryutenro Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
やひろ丸 錦港 YAHIROMARU NISHIKIKO,"3 Chome-12-22 Nishiki, Naka Ward, Nagoya, Aichi 460-0003, Japan",mobile number exception occurred, 
吉祥寺肉山の焼肉弁当 名駅店 Kichijoji Nikuyama Yakiniku bento-box MEIEKI store,address exception occurred,mobile number exception occurred, 
1人前～1.5人前の幸せピッツァ 丸田町 piccola Marutacho piccola,address exception occurred,mobile number exception occurred, 
やよい軒 栄四丁目,"4 Chome-18-20 Sakae, Naka Ward, Nagoya, Aichi 460-0008, Japan",mobile number exception occurred, 
ビアパブブリックレーン BEER PUB BRICK LANE,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, 7, 中区中区 錦１丁目７−２７ 三 同 ビル 錦 1F",mobile number exception occurred, 
まぶしの八兵衛 平安通店 Mabushi no Hachibei Heianstreet,address exception occurred,mobile number exception occurred, 
【「うまい！」大集合】 栄店 Umaidaishuugou SAKAE,address exception occurred,mobile number exception occurred, 
キューティー Cutea,"Japan, 〒460-0011 Aichi, Nagoya, Naka Ward, Osu, 3 Chome−30−25 1F奥 合点承知 ビル",mobile number exception occurred, 
お魚総本家 【魚料理～料亭の味】 中日ビル南店,address exception occurred,mobile number exception occurred, 
大阪のグランメゾン　プレスキル佐々木シェフ監修　フレンチ丼専門店 ささきや 栄店,"Japan, 〒541-0042 Osaka, Chuo Ward, Imabashi, 4 Chome−1−1 淀屋橋odona2F",mobile number exception occurred, 
カレーハウス CoCo壱番屋 中区矢場町 Curry House CoCo Ichibanya Nakaku Yabacho,address exception occurred,mobile number exception occurred, 
馬肉料理専門店 蹄 名古屋新栄本店,"Japan, 〒460-0005 Aichi, Nagoya, Naka Ward, Higashisakura, 2 Chome−22−24 サンライズビル 1F",mobile number exception occurred, 
がっつりパスタ 満腹亭 名古屋店 gattsuripasuta mampukutei Umeda Store,address exception occurred,mobile number exception occurred, 
からあげ専門店 大須から福本店 osukarafukuhonten,address exception occurred,mobile number exception occurred, 
アジアンスパイスカレーから欧風カレーまで 丸田町 日本橋カレー Nihonbashi Curry Marutacho,address exception occurred,mobile number exception occurred, 
ぶっかけ麵次郎 名古屋店 Bukkake Menjiro Nagoya,address exception occurred,mobile number exception occurred, 
Spicy House 名古屋栄店 Spicy House Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
ELK NAGOYA Sakae 名古屋 栄,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, Sakae, 3 Chome−20−14 住吉ビル 1F",+81 52-261-8227, 
野菜が主役のベジカリー 名駅店,address exception occurred,mobile number exception occurred, 
からあげ専門店 大須から福名駅西口店 osukarafukumeiekinishiguchiten,address exception occurred,mobile number exception occurred, 
博多鉄板食堂 心 名古屋栄店 HAKATATEPPANSHOKUDO KOKORO Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
ギリシャ料理 メゼスサントリーニ Greek Cuisine MEZES SANTORINI,address exception occurred,mobile number exception occurred, 
牛タンいろ葉 gyutaniroha,address exception occurred,mobile number exception occurred, 
リカーマウンテン 今池店 Liquor Mountain IMAIKE,"2 Chome-16-20 Uchiyama, Chikusa Ward, Nagoya, Aichi 464-0075, Japan",mobile number exception occurred, 
焼麺屋 元 名古屋栄店 Yakimenya Gen Nagoyasakaeten,address exception occurred,mobile number exception occurred, 
揚げたこ屋 はっちん,address exception occurred,mobile number exception occurred, 
究極の豚丼 豚まつ 錦店,address exception occurred,mobile number exception occurred, 
鶏数寄くるる プリンセスガーデンホテル店 Torisuki Kururu princess garden hotel ten,address exception occurred,mobile number exception occurred, 
はらドーナッツ 栄店,"3 Chome-11-22 Sakae, Naka Ward, Nagoya, Aichi 460-0008, Japan",mobile number exception occurred, 
名古屋名物丼カレー 海鮮SAKANAMAI specialty nagoya SAKANAMAI,address exception occurred,mobile number exception occurred, 
韓国料理 シジャン 名古屋パルコ店,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, Sakae, 3 Chome−29−1 パルコ名古屋西館",+81 52-238-6122, 
焼肉 GYUJIN 大曽根駅前店 YAKINIKU GYUJIN OOZONEEKIMAETEN,"3 Chome-7-13 Ozone, Kita Ward, Nagoya, Aichi 462-0825, Japan",mobile number exception occurred, 
かわちどん黒川本家 kawachidon kurokawahonke,"Japan, 〒462-0841 Aichi, Nagoya, Kita Ward, Kurokawahontori, 4 Chome−４５",mobile number exception occurred, 
陳麻家監修　桃花飯店　栄店,address exception occurred,mobile number exception occurred, 
カフェバーLit Cafe&Bar Lit,"Japan, 〒461-0015 Aichi, Nagoya, Higashi Ward, Higashikatahamachi, 23 東片端サンコービル 1F",mobile number exception occurred, 
元祖 豚バラ本舗 名古屋店 Butabara Honpo Nagoya,address exception occurred,mobile number exception occurred, 
炭焼仙台牛たん びたん sumiyakisendaigyutanbitan,address exception occurred,mobile number exception occurred, 
水炊き吟醸もつ鍋　由乃(ゆの　ユノ)錦店,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−8−19 フジスター錦ビル2Ｆ",mobile number exception occurred, 
ソウル家 錦店 souruya nishiki,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−15−4 ライオンビル錦館 202",mobile number exception occurred, 
や台ずし 東大曽根町,"Japan, 〒461-0022 Aichi, Nagoya, Higashi Ward, Higashiozonecho, 40−2 横田コーポ 1F",mobile number exception occurred, 
ITAMESI,"Japan, 〒451-0045 Aichi, Nagoya, Nishi Ward, Meieki, 3 Chome−10−15 三丁目ビル 6F-A",mobile number exception occurred, 
ワインショップ・エノテカ 大名古屋ビルヂング店 Wine Shop.ENOTECA Dai Nagoya Building,"大名古屋ビルヂングB1F, 28 Meieki, Nakamura Ward, Nagoya, Aichi 450-6490, Japan",+81 52-414-6037, 
すしざんまい 名古屋錦店,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−18−12 Ｍｉｎｅｘ８８ 1F",mobile number exception occurred, 
味噌焼き道場 栄店 Misoyaki Dojo Sakae,"3 Chome-12-21 Sakae, Naka Ward, Nagoya, Aichi 460-0008, Japan",mobile number exception occurred, 
宮崎チキン南蛮ハウス 栄店,address exception occurred,mobile number exception occurred, 
そば八 名古屋店 Sobahachi Nagoya,address exception occurred,mobile number exception occurred, 
鳥開　総本家　名駅南店 TORIKAI　SOUHONNKE　MEIEKIMINAMITEN,"1 Chome-17-14 Meiekiminami, Nakamura Ward, Nagoya, Aichi 450-0003, Japan",mobile number exception occurred, 
ブルーノ カレー BRUNO CURRY,"Japan, 〒530-0017 Osaka, Kita Ward, Kakudacho, 7−10−HEP ナビオ7F",+81 6-6315-5252, 
チキンカツ丼 鶏パンチ 名古屋店 chicken katsudon toripanchi Nagoya Store,address exception occurred,mobile number exception occurred, 
13年連続ミシュラン 一つ星掲載店 ピアットスズキ監修 まかない屋 栄店,address exception occurred,mobile number exception occurred, 
横浜家系ラーメン丸岡商店伏見店 maruokasho-tenfusimi,address exception occurred,mobile number exception occurred, 
炭火串焼テング酒場 名古屋松岡ビル店,address exception occurred,mobile number exception occurred, 
から揚げ専門店 まる芳 本店,"3 Chome-20-14 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
親子丼専門店　鳥政　栄本店,address exception occurred,mobile number exception occurred, 
2年連続ミシュラン一つ星掲載店 リストランテキメラ監修 白黒カレー ツツイ亭 栄店,address exception occurred,mobile number exception occurred, 
韓国スンドゥブ専門店 チェゴヤ 栄本店,address exception occurred,mobile number exception occurred, 
本格中華 丸田町 宝来飯店 Marutacho Horai hanten,address exception occurred,mobile number exception occurred, 
倉敷ぶっかけうどん 栄店,address exception occurred,mobile number exception occurred, 
ワイバーガー,address exception occurred,mobile number exception occurred, 
静越閣 sizukousikaku,address exception occurred,mobile number exception occurred, 
カツ丼 弥吉 栄店,address exception occurred,mobile number exception occurred, 
札幌トマトチーズカレーうどん 栄店 Sapporo tomato cheese curry udon Sakae,address exception occurred,mobile number exception occurred, 
コメダ珈琲店 名鉄イン名古屋桜通店 Komeda's Coffee,"3 Chome-17-21 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",mobile number exception occurred, 
スマッシュヘッド SMASH HEAD,"2 Chome-21-90 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
米乃家 yonenoya,address exception occurred,mobile number exception occurred, 
やぶ屋 大須店 YABUYA OOSUTEN,"3 Chome-46-3 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",mobile number exception occurred, 
焼肉弁当 牛道 栄店,address exception occurred,mobile number exception occurred, 
タピチ ティースタンド 名古屋近鉄パッセ店 TAPiCi TEA STAND Nagoya Kintetsu Pass'e,"Japan, 〒450-0002 Aichi, Nagoya, Nakamura Ward, Meieki, 1 Chome−2−2 近鉄パッセ地下 1階",+81 52-561-7474, 
マルモキッチン 名古屋パルコ店 Marumokitchen Nagoyaparco,"Japan, 〒460-0008 Aichi, Nagoya, Naka Ward, Sakae, 3 Chome−29−1 名古屋パルコ西館 7F",+81 52-264-8031, 
ソロピッツァ ナポレターナ ダ ルーチョ名古屋駅店 SOLO PIZZA Napoletana da Lucio NAGOYA,"Japan, 〒450-0002 Aichi, Nagoya, Nakamura Ward, Meieki, 3 Chome−28−12, Dai Nagoya Building, １Ｆ",+81 52-581-3188, 
ザめしや 康生通店,"1 Chome-18-16 Kodama, Nishi Ward, Nagoya, Aichi 451-0066, Japan",mobile number exception occurred, 
バスクチーズケーキ専門店 MAKKURO 名古屋近鉄パッセ店 MAKKURO Nagoya Kintetsu Pass'e,"Japan, 〒450-0002 Aichi, Nagoya, 中区Meieki, 1 Chome−2−2 近鉄パッセ B1",+81 52-526-1088, 
べに屋 清水店 beniya Shimizu,address exception occurred,mobile number exception occurred, 
錦輝茶寮 Kinkisaryo,"Japan, 〒460-0003 Aichi, Nagoya, Naka Ward, Nishiki, 3 Chome−10−20 グレース錦 1F",mobile number exception occurred, 
おぼんdeごはん 名古屋JRゲートタワー店 obon de gohan Nagoya JRGATETOWER,"13Ｆ, 名古屋市中村区名駅1-1-3 名古屋JRゲートタワ, Aichi 450-6613, Japan",+81 52-756-2596, 
焼鳥屋の本気丼 栄店,address exception occurred,mobile number exception occurred, 
中華飯店 栄店,address exception occurred,mobile number exception occurred, 
鳥開総本家　代官町店　Torikaisouhonkedaikanchouten,address exception occurred,mobile number exception occurred, 
神戸オムハンバーグ 栄店,address exception occurred,mobile number exception occurred, 
唐揚げ一番 栄店 Karaage ichiban Sakae,address exception occurred,mobile number exception occurred, 
天津飯専門店さだひろ 栄店,address exception occurred,mobile number exception occurred, 
焼肉 牛作 栄店,address exception occurred,mobile number exception occurred, 
焼肉屋さんのまかない丼 栄店 Yakinikuyasan no Makanaidon Sakae,address exception occurred,mobile number exception occurred, 
名古屋名物 名古屋丸八食堂 Nagoyameibutsu nagoyamaruhachishokudo,"Japan, 〒451-0046 Aichi, Nagoya, Nishi Ward, Ushijimacho, 6−1 名古屋ルーセントタワ B1F",+81 52-564-7581, 
スンドゥブ食堂 栄店 Sundubu Shokudo Sakae,address exception occurred,mobile number exception occurred, 
やっぱりステーキ 久屋大通店 Yappari steak hisaya-odori,"3 Chome-6-10 Nishiki, Naka Ward, Nagoya, Aichi 460-0003, Japan",mobile number exception occurred, 
裏難波がっつり男飯 名古屋店 Gattsuri Otokomeshi Nagoya,address exception occurred,mobile number exception occurred, 
原宿Sweet Café Harajyuku Sweet Café,address exception occurred,mobile number exception occurred, 
ゴーゴーカレー監修 ゴリラカレー 栄店,address exception occurred,mobile number exception occurred, 
鶏鉄板 チキンマン 栄店,address exception occurred,mobile number exception occurred, 
ジャポネ倶楽部 栄店,address exception occurred,mobile number exception occurred, 
赤坂KING丼ぶり店 Akasaka King donuri ten,address exception occurred,mobile number exception occurred, 
イベリコ豚のイベリカス 栄店,address exception occurred,mobile number exception occurred, 
ステーキ＆ハンバーグ専門店 肉玄 白壁店 Steak & Hamburg Steak Nikugen Shirakabe,address exception occurred,mobile number exception occurred, 
熟成メガメンチカツ専門店 元町メンチ 白壁店 Minced Meat Cutlet Motomachi-Menchi Shirakabe,address exception occurred,mobile number exception occurred, 
三元豚料理専門店 豚匠 白壁店 Butasho Shirakabe,address exception occurred,mobile number exception occurred, 
